Epoch,Train Loss,Validation Loss
1,0.9822370272416335,0.9512271583080292
2,0.8992873201003442,0.814604789018631
3,0.7309061884880066,0.6011181026697159
4,0.507601614181812,0.322686105966568
5,0.3337430724730858,0.32798944413661957
6,0.3182812058008634,0.30790355801582336
7,0.2799311429262161,0.297037485986948
8,0.26537037927370805,0.2597406953573227
9,0.26070748842679536,0.2567102462053299
10,0.2409191567164201,0.22900120541453362
11,0.22464978351042822,0.19216579757630825
12,0.22732616273256448,0.18388966098427773
13,0.2211453215434001,0.21813110634684563
14,0.2102593882725789,0.24003898724913597
15,0.20125493178000817,0.21031244844198227
16,0.22472635370034438,0.20065512508153915
17,0.20831063045905188,0.20249604061245918
18,0.19974201115278098,0.1741293054074049
19,0.19277555208939773,0.19746073335409164
20,0.19510603982668656,0.2112245373427868
