Epoch,Train Loss,Validation Loss
1,0.2671617315365718,0.2049022912979126
2,0.2271186995964784,0.20234499126672745
3,0.18345150351524353,0.14196648634970188
4,0.1677431040085279,0.17796219885349274
5,0.1628846457371345,0.19851750507950783
6,0.16602407223903215,0.13635875284671783
7,0.17541929620962876,0.17951757833361626
8,0.18388467167432493,0.12986744847148657
9,0.16318936531360334,0.14319611713290215
10,0.17516342722452605,0.18529965728521347
11,0.1674323437305597,0.1335886549204588
12,0.1730179821069424,0.20439625903964043
13,0.16627557231829718,0.13588539138436317
14,0.1787158468594918,0.1614077240228653
15,0.17453457529728228,0.19023298099637032
16,0.18428926742993867,0.17847632244229317
17,0.15790913884456342,0.1932561695575714
18,0.14975760819820258,0.20251251012086868
19,0.16612316782657915,0.15993531793355942
20,0.15257543038863403,0.18656815588474274
