Epoch,Train Loss,Validation Loss
1,0.9047479704022408,0.7046824991703033
2,0.45315584633499384,0.3197324350476265
3,0.29445035941898823,0.2923716865479946
4,0.2600623737089336,0.24042881280183792
5,0.23364165984094143,0.22013511694967747
6,0.21417838288471103,0.20704660192131996
7,0.19592956406995654,0.2209128476679325
8,0.19510825909674168,0.19089429266750813
9,0.18575451988726854,0.17968802899122238
10,0.1841213428415358,0.17285870760679245
11,0.17781396629288793,0.19354582019150257
12,0.17673585889860988,0.18524902127683163
13,0.17581101041287184,0.16763373650610447
14,0.16805796325206757,0.17136435769498348
15,0.1684768609702587,0.16522047482430935
16,0.16967002116143703,0.17688270285725594
17,0.17112225759774446,0.16929203271865845
18,0.1640518275089562,0.1645868718624115
19,0.1576956631615758,0.16522652469575405
20,0.16151012387126684,0.16643475741147995
