Epoch,Train Loss,Validation Loss
1,0.31883502350403714,0.25268689170479774
2,0.2531678584905771,0.21403971686959267
3,0.20811237624058357,0.20362196490168571
4,0.1882209319334764,0.17495308071374893
5,0.18234796592822441,0.159473130479455
6,0.17356115464980787,0.16175178810954094
7,0.17226057786207932,0.2102096937596798
8,0.17882376565383032,0.14577356353402138
9,0.15908084179346377,0.15721992403268814
10,0.17212837017499483,0.16627952456474304
11,0.16419583157851145,0.1971559077501297
12,0.18543817446782038,0.21249933913350105
13,0.17492946638510778,0.1941993199288845
14,0.1772982615690965,0.15962428972125053
15,0.162723204264274,0.1780339628458023
16,0.1779990276465049,0.15162545442581177
17,0.16591166991453904,0.11455908790230751
18,0.1676398177559559,0.18287383764982224
19,0.16914406246863878,0.20695185288786888
20,0.16484837635205343,0.1535273790359497
