Epoch,Train Loss,Validation Loss
1,0.24861241471767426,0.16120618069544435
2,0.14869453006982802,0.14475291036069393
3,0.14052143919467927,0.1274368001613766
4,0.1354232872724533,0.12379806628450751
5,0.1296453251838684,0.12772342143580317
6,0.12425944775342941,0.12368496926501393
7,0.12447584742307663,0.11841348046436906
8,0.12048257315158845,0.1136308116838336
9,0.11487161386013031,0.11707771383225918
10,0.11349427050352097,0.10703791072592139
11,0.11441027218103408,0.11390691762790084
12,0.11599853146076203,0.11943795694969594
13,0.11172484421730042,0.10576802026480436
14,0.11054759830236435,0.10427859460469335
15,0.10745073515176773,0.10707217338494956
16,0.10745380890369416,0.10732287773862481
17,0.10726096647977829,0.10501762689091265
18,0.10489953356981277,0.10643404815346003
19,0.10795263779163361,0.10382172139361501
20,0.10063774794340134,0.09967613033950329
