Epoch,Train Loss,Validation Loss
1,0.985109228354234,0.9636002331972122
2,0.9092019750521734,0.8216122984886169
3,0.7580202176020696,0.6322450637817383
4,0.5520563836281116,0.4453485459089279
5,0.37760740289321315,0.2908213883638382
6,0.327783275109071,0.31272900477051735
7,0.32374847393769485,0.31013597175478935
8,0.29762833278912765,0.23873650655150414
9,0.30581594888980573,0.2824437618255615
10,0.28541907553489393,0.2548728175461292
11,0.27543393809061784,0.25014762580394745
12,0.2876140521122859,0.26575542241334915
13,0.24559545058470506,0.26137223839759827
14,0.25154619262768674,0.24004361033439636
15,0.24823031173302576,0.20433754846453667
16,0.22664848772379068,0.25258077681064606
17,0.21429164707660675,0.1757019180804491
18,0.21089744223998144,0.2066384144127369
19,0.22028590394900396,0.1824085284024477
20,0.2032197117805481,0.21302111819386482
