Epoch,Train Loss,Validation Loss
1,0.6275040874114404,0.879860058426857
2,0.3001352147414134,0.3839263841509819
3,0.2447078640644367,0.20822664722800255
4,0.21524574894171494,0.20032930746674538
5,0.2111166509298178,0.2016851156949997
6,0.1936178723206887,0.220889400690794
7,0.1874214101296205,0.19700538367033005
8,0.15274856927303168,0.1608643252402544
9,0.17031165556265757,0.15974557772278786
10,0.1815484601717729,0.18958476930856705
11,0.1611695965895286,0.14948101341724396
12,0.15677389617149645,0.19576450809836388
13,0.15142336258521447,0.1425005104392767
14,0.14468258733932787,0.12654796987771988
15,0.14676258655694815,0.1514698639512062
16,0.1579059878220925,0.16934853419661522
17,0.143753017943639,0.13786504231393337
18,0.1338863389996382,0.13402709737420082
19,0.1444394336296962,0.12069883570075035
20,0.1457839527955422,0.13427190482616425
