Epoch,Train Loss,Validation Loss
1,0.984252223601708,0.9632189869880676
2,0.9196044435867896,0.8489299118518829
3,0.7664629771159246,0.626958042383194
4,0.5593253144851098,0.4360344707965851
5,0.3800701384360974,0.28038881719112396
6,0.3411313524613014,0.34508293867111206
7,0.3248308186347668,0.3005067706108093
8,0.281855325286205,0.314467191696167
9,0.2845529753428239,0.2541251517832279
10,0.2687557339668274,0.22250639647245407
11,0.26867136703087735,0.25571100413799286
12,0.24646556606659523,0.21272344142198563
13,0.23966671297183403,0.22325549647212029
14,0.23923425720288202,0.2523975893855095
15,0.2357897311449051,0.254953570663929
16,0.21156711074022147,0.21472695097327232
17,0.2018105318913093,0.18632275611162186
18,0.20285562368539664,0.17975351214408875
19,0.21133658977655265,0.18185175955295563
20,0.20936527160497811,0.18506378307938576
