Epoch,Train Loss,Validation Loss
1,0.10679349166154861,0.10309066832996905
2,0.10665954840183257,0.10251747933216393
3,0.10172349548339844,0.10530456411652267
4,0.10259047132730484,0.09974082699045539
5,0.10459837591648102,0.10477261035703123
6,0.09983834517002106,0.10233679856173694
7,0.10309616684913635,0.10300605115480721
8,0.09786390155553817,0.10234415321610868
9,0.10196493136882782,0.09659426403231919
10,0.09968216520547866,0.09966064081527293
11,0.0985567666888237,0.09644260932691395
12,0.09947203063964843,0.09909998066723347
13,0.09962471246719361,0.09802382299676538
14,0.09650107848644257,0.095666385255754
15,0.09713603085279465,0.09843730926513672
16,0.0973647564649582,0.09434989071451128
17,0.09900690823793411,0.09895260073244572
18,0.09932573890686035,0.09728029416874051
19,0.09462860542535782,0.09607186214998364
20,0.09805372405052185,0.09751310758292675
21,0.09658654171228409,0.0920444845687598
22,0.0939766309261322,0.09518765774555504
23,0.0940637276172638,0.09264413896016777
24,0.09468247383832931,0.09366017812862992
25,0.09628277224302292,0.09942718991078436
26,0.09698024719953537,0.1001852098852396
27,0.09470573145151139,0.09636926325038075
28,0.09698833018541336,0.09737705276347697
29,0.09562637454271317,0.09303941042162478
30,0.09383113551139831,0.09887227159924805
31,0.09456379979848861,0.09334195428527892
32,0.0919562286734581,0.09588677203282714
33,0.09487096846103668,0.08994255634024739
34,0.09514902657270431,0.09361443994566798
35,0.09465244722366332,0.09229893516749144
36,0.09238509529829025,0.09269306994974613
37,0.09269056600332261,0.09326836839318275
38,0.09176246184110641,0.09440215746872127
39,0.09141664415597915,0.08913594600744545
40,0.09039523822069168,0.08889738004654646
