Epoch,Train Loss,Validation Loss
1,0.9851759993113004,0.9450917392969131
2,0.9134443952487066,0.8444554060697556
3,0.7684641755544223,0.6432127207517624
4,0.5451855269762186,0.45840246975421906
5,0.39162452862812924,0.3510504588484764
6,0.3345181024991549,0.30105144530534744
7,0.31982608941885143,0.29519132524728775
8,0.2821424718086536,0.2793479450047016
9,0.2876614584372594,0.32716476917266846
10,0.266942750949126,0.23894057422876358
11,0.2790802912070201,0.24656082317233086
12,0.25406476052907795,0.24278349801898003
13,0.24754845866790184,0.23222056403756142
14,0.25240548986655015,0.21028443053364754
15,0.23378830231153047,0.23398087918758392
16,0.2181963874743535,0.18952308222651482
17,0.21164461970329285,0.24969135597348213
18,0.21479553901232207,0.2111833579838276
19,0.20232422649860382,0.18572717159986496
20,0.2033602033670132,0.24303709715604782
